Order ID,Actual Delivery Date,Delay Reason,Driver ID,Driver Name,Hub Name,Is Delayed,Is On Time,Order Date,Order Status,Vehicle Name,Vehicle Type,Customer Satisfaction Score,Delivery Time Hours,Hub Processing Time Hours
16083,20-02-2024,,24,Elizabeth Jones,Dallas Main Hub,FALSE,TRUE,18-02-2024,Delivered,FT-021,Pickup,4,58.35,0.91
25846,17-01-2024,,24,Elizabeth Jones,Dallas Main Hub,FALSE,TRUE,15-01-2024,Delivered,FT-021,Pickup,4,51.5,0.92
8695,14-06-2023,,24,Elizabeth Jones,Dallas Main Hub,FALSE,TRUE,12-06-2023,Delivered,FT-021,Pickup,4,58.44,1.03
17111,11-11-2023,,24,Elizabeth Jones,Dallas Main Hub,FALSE,TRUE,09-11-2023,Delivered,FT-021,Pickup,4,52.37,1.05
25407,18-06-2023,,24,Elizabeth Jones,Dallas Main Hub,FALSE,TRUE,17-06-2023,Delivered,FT-021,Pickup,4,39.02,1.27
14738,25-12-2024,,24,Elizabeth Jones,Dallas Main Hub,FALSE,TRUE,25-12-2024,Delivered,FT-021,Pickup,4,9.74,1.3
10525,26-06-2024,,24,Elizabeth Jones,Dallas Main Hub,FALSE,TRUE,26-06-2024,Delivered,FT-021,Pickup,4,19.44,1.94
9649,06-02-2024,,24,Elizabeth Jones,Dallas Main Hub,FALSE,TRUE,06-02-2024,Delivered,FT-021,Pickup,4,10.73,2.02
1779,19-04-2023,,24,Elizabeth Jones,Dallas Main Hub,FALSE,TRUE,19-04-2023,Delivered,FT-021,Pickup,4,18.33,2.13
23548,31-10-2023,,24,Elizabeth Jones,Dallas Main Hub,FALSE,TRUE,31-10-2023,Delivered,FT-021,Pickup,4,5.38,2.14
19656,29-01-2024,,24,Elizabeth Jones,Dallas Main Hub,FALSE,TRUE,27-01-2024,Delivered,FT-021,Pickup,4,62.99,2.33
19657,10-09-2024,,24,Elizabeth Jones,Dallas Main Hub,FALSE,TRUE,08-09-2024,Delivered,FT-021,Pickup,4,52.21,2.33
2324,25-07-2023,,24,Elizabeth Jones,Dallas Main Hub,FALSE,TRUE,25-07-2023,Delivered,FT-021,Pickup,4,7.54,2.5
20673,29-09-2023,,24,Elizabeth Jones,Dallas Main Hub,FALSE,TRUE,29-09-2023,Delivered,FT-021,Pickup,4,11.66,2.75
26293,16-10-2023,,24,Elizabeth Jones,Dallas Main Hub,FALSE,TRUE,16-10-2023,Delivered,FT-021,Pickup,4,3.71,2.91
4665,18-05-2024,,24,Elizabeth Jones,Dallas Main Hub,FALSE,TRUE,17-05-2024,Delivered,FT-021,Pickup,4,37.52,3.3
2399,14-10-2024,,24,Elizabeth Jones,Dallas Main Hub,FALSE,TRUE,13-10-2024,Delivered,FT-021,Pickup,4,25.24,3.67
3207,14-08-2024,,18,John Smith,Dallas Main Hub,FALSE,TRUE,14-08-2024,Delivered,FT-021,Pickup,4,21.36,1.03
27478,04-12-2023,,18,John Smith,Dallas Main Hub,FALSE,TRUE,03-12-2023,Delivered,FT-021,Pickup,4,31.94,1.05
17160,21-11-2023,,18,John Smith,Dallas Main Hub,FALSE,TRUE,21-11-2023,Delivered,FT-021,Pickup,4,12.81,1.07
23671,17-10-2024,,18,John Smith,Dallas Main Hub,FALSE,TRUE,16-10-2024,Delivered,FT-021,Pickup,4,46.39,1.14
10083,31-12-2023,,18,John Smith,Dallas Main Hub,FALSE,TRUE,30-12-2023,Delivered,FT-021,Pickup,4,45.39,1.19
13751,24-04-2024,,18,John Smith,Dallas Main Hub,FALSE,TRUE,23-04-2024,Delivered,FT-021,Pickup,4,29.64,1.47
11878,26-07-2024,,18,John Smith,Dallas Main Hub,FALSE,TRUE,26-07-2024,Delivered,FT-021,Pickup,4,8.99,1.66
9106,09-04-2024,,18,John Smith,Dallas Main Hub,FALSE,TRUE,08-04-2024,Delivered,FT-021,Pickup,4,29.32,1.72
26688,01-05-2023,,18,John Smith,Dallas Main Hub,FALSE,TRUE,30-04-2023,Delivered,FT-021,Pickup,4,34.06,1.75
15843,08-08-2023,,18,John Smith,Dallas Main Hub,FALSE,TRUE,08-08-2023,Delivered,FT-021,Pickup,4,8.79,1.88
9859,31-05-2024,,18,John Smith,Dallas Main Hub,FALSE,TRUE,31-05-2024,Delivered,FT-021,Pickup,4,4.62,1.98
20736,13-09-2024,,18,John Smith,Dallas Main Hub,FALSE,TRUE,11-09-2024,Delivered,FT-021,Pickup,4,57.09,2.01
20266,23-09-2023,,18,John Smith,Dallas Main Hub,FALSE,TRUE,23-09-2023,Delivered,FT-021,Pickup,4,19.81,2.15
5264,15-03-2024,,18,John Smith,Dallas Main Hub,FALSE,TRUE,15-03-2024,Delivered,FT-021,Pickup,4,22.06,2.16
8204,28-02-2023,,18,John Smith,Dallas Main Hub,FALSE,TRUE,27-02-2023,Delivered,FT-021,Pickup,4,29.22,2.18
25122,11-07-2024,,18,John Smith,Dallas Main Hub,FALSE,TRUE,11-07-2024,Delivered,FT-021,Pickup,4,3.52,2.23
5081,06-01-2024,,18,John Smith,Dallas Main Hub,FALSE,TRUE,04-01-2024,Delivered,FT-021,Pickup,4,59.42,2.37
13603,17-06-2024,,18,John Smith,Dallas Main Hub,FALSE,TRUE,16-06-2024,Delivered,FT-021,Pickup,4,26.48,2.63
9217,27-06-2023,,18,John Smith,Dallas Main Hub,FALSE,TRUE,25-06-2023,Delivered,FT-021,Pickup,4,48.61,2.67
17465,21-09-2024,,18,John Smith,Dallas Main Hub,FALSE,TRUE,20-09-2024,Delivered,FT-021,Pickup,4,39.99,2.99
5602,14-06-2024,,18,John Smith,Dallas Main Hub,FALSE,TRUE,14-06-2024,Delivered,FT-021,Pickup,4,16.74,3.26
21283,26-02-2024,,18,John Smith,Dallas Main Hub,FALSE,TRUE,25-02-2024,Delivered,FT-021,Pickup,4,43.61,3.56
20298,15-10-2023,,49,Joseph Williams,Dallas Main Hub,FALSE,TRUE,15-10-2023,Delivered,FT-021,Pickup,4,16.8,0.65
19322,13-12-2024,,49,Joseph Williams,Dallas Main Hub,FALSE,TRUE,11-12-2024,Delivered,FT-021,Pickup,4,62.38,0.65
24820,20-08-2024,,49,Joseph Williams,Dallas Main Hub,FALSE,TRUE,19-08-2024,Delivered,FT-021,Pickup,4,25.73,0.68
7274,22-12-2024,,49,Joseph Williams,Dallas Main Hub,FALSE,TRUE,21-12-2024,Delivered,FT-021,Pickup,4,42.73,0.7
17878,10-03-2023,,49,Joseph Williams,Dallas Main Hub,FALSE,TRUE,09-03-2023,Delivered,FT-021,Pickup,4,24.14,1.52
3118,23-09-2023,,49,Joseph Williams,Dallas Main Hub,FALSE,TRUE,22-09-2023,Delivered,FT-021,Pickup,4,28.66,1.62
20291,15-10-2024,,49,Joseph Williams,Dallas Main Hub,FALSE,TRUE,15-10-2024,Delivered,FT-021,Pickup,4,22.09,1.72
11640,08-12-2023,,49,Joseph Williams,Dallas Main Hub,FALSE,TRUE,07-12-2023,Delivered,FT-021,Pickup,4,29.83,2.05
10726,21-04-2023,,49,Joseph Williams,Dallas Main Hub,FALSE,TRUE,19-04-2023,Delivered,FT-021,Pickup,4,55.36,2.34
23467,27-02-2024,,49,Joseph Williams,Dallas Main Hub,FALSE,TRUE,27-02-2024,Delivered,FT-021,Pickup,4,17.74,2.39
7950,12-06-2023,,49,Joseph Williams,Dallas Main Hub,FALSE,TRUE,11-06-2023,Delivered,FT-021,Pickup,4,45.2,2.43
3886,10-03-2024,,49,Joseph Williams,Dallas Main Hub,FALSE,TRUE,10-03-2024,Delivered,FT-021,Pickup,4,16.43,2.46
26384,02-05-2024,,49,Joseph Williams,Dallas Main Hub,FALSE,TRUE,01-05-2024,Delivered,FT-021,Pickup,4,41.9,2.49
12505,22-04-2023,,49,Joseph Williams,Dallas Main Hub,FALSE,TRUE,21-04-2023,Delivered,FT-021,Pickup,4,44.35,2.61
18913,20-08-2024,,49,Joseph Williams,Dallas Main Hub,FALSE,TRUE,20-08-2024,Delivered,FT-021,Pickup,4,15.28,2.75
27520,01-12-2024,,49,Joseph Williams,Dallas Main Hub,FALSE,TRUE,29-11-2024,Delivered,FT-021,Pickup,4,63.72,3.41
24996,07-11-2023,,7,Karen Hernandez,Dallas Main Hub,FALSE,TRUE,07-11-2023,Delivered,FT-021,Pickup,4,12.89,0.71
25225,29-01-2024,,7,Karen Hernandez,Dallas Main Hub,FALSE,TRUE,28-01-2024,Delivered,FT-021,Pickup,4,25.18,0.8
24465,21-03-2023,,7,Karen Hernandez,Dallas Main Hub,FALSE,TRUE,21-03-2023,Delivered,FT-021,Pickup,4,8.54,0.82
4516,11-03-2023,,7,Karen Hernandez,Dallas Main Hub,FALSE,TRUE,10-03-2023,Delivered,FT-021,Pickup,4,25.38,1.04
2279,09-08-2023,,7,Karen Hernandez,Dallas Main Hub,FALSE,TRUE,09-08-2023,Delivered,FT-021,Pickup,4,23.58,1.11
5834,28-10-2023,,7,Karen Hernandez,Dallas Main Hub,FALSE,TRUE,28-10-2023,Delivered,FT-021,Pickup,4,6.65,1.13
11921,13-03-2024,,7,Karen Hernandez,Dallas Main Hub,FALSE,TRUE,11-03-2024,Delivered,FT-021,Pickup,4,49.15,1.17
13834,06-02-2024,,7,Karen Hernandez,Dallas Main Hub,FALSE,TRUE,04-02-2024,Delivered,FT-021,Pickup,4,68.98,1.19
5875,29-01-2023,,7,Karen Hernandez,Dallas Main Hub,FALSE,TRUE,29-01-2023,Delivered,FT-021,Pickup,4,23.27,1.38
5743,06-05-2024,,7,Karen Hernandez,Dallas Main Hub,FALSE,TRUE,04-05-2024,Delivered,FT-021,Pickup,4,54.86,1.51
25488,29-07-2023,,7,Karen Hernandez,Dallas Main Hub,FALSE,TRUE,27-07-2023,Delivered,FT-021,Pickup,4,67.94,1.81
12473,28-04-2024,,7,Karen Hernandez,Dallas Main Hub,FALSE,TRUE,27-04-2024,Delivered,FT-021,Pickup,4,24.59,2.2
11641,22-01-2024,,7,Karen Hernandez,Dallas Main Hub,FALSE,TRUE,20-01-2024,Delivered,FT-021,Pickup,4,48.42,2.33
18746,16-08-2024,,7,Karen Hernandez,Dallas Main Hub,FALSE,TRUE,16-08-2024,Delivered,FT-021,Pickup,4,5.71,2.45
13472,29-01-2023,,7,Karen Hernandez,Dallas Main Hub,FALSE,TRUE,28-01-2023,Delivered,FT-021,Pickup,4,27.5,2.79
12118,19-09-2024,,7,Karen Hernandez,Dallas Main Hub,FALSE,TRUE,18-09-2024,Delivered,FT-021,Pickup,4,36.21,2.96
21563,25-11-2023,,7,Karen Hernandez,Dallas Main Hub,FALSE,TRUE,24-11-2023,Delivered,FT-021,Pickup,4,43.08,2.97
8192,13-01-2024,,7,Karen Hernandez,Dallas Main Hub,FALSE,TRUE,12-01-2024,Delivered,FT-021,Pickup,4,36.29,3.37
22024,31-03-2024,,51,Kevin Brown,Dallas Main Hub,FALSE,TRUE,31-03-2024,Delivered,FT-021,Pickup,4,10.48,0.95
17132,25-12-2024,,51,Kevin Brown,Dallas Main Hub,FALSE,TRUE,24-12-2024,Delivered,FT-021,Pickup,4,45.48,1.02
1383,24-06-2023,,51,Kevin Brown,Dallas Main Hub,FALSE,TRUE,23-06-2023,Delivered,FT-021,Pickup,4,24.4,1.2
15465,25-04-2024,,51,Kevin Brown,Dallas Main Hub,FALSE,TRUE,24-04-2024,Delivered,FT-021,Pickup,4,28.81,1.29
22528,29-11-2023,,51,Kevin Brown,Dallas Main Hub,FALSE,TRUE,28-11-2023,Delivered,FT-021,Pickup,4,32.86,1.49
25883,28-10-2024,,51,Kevin Brown,Dallas Main Hub,FALSE,TRUE,28-10-2024,Delivered,FT-021,Pickup,4,14.79,1.49
11557,14-06-2023,,51,Kevin Brown,Dallas Main Hub,FALSE,TRUE,12-06-2023,Delivered,FT-021,Pickup,4,57.02,1.64
20448,24-01-2024,,51,Kevin Brown,Dallas Main Hub,FALSE,TRUE,24-01-2024,Delivered,FT-021,Pickup,4,23.51,1.76
10982,25-08-2023,,51,Kevin Brown,Dallas Main Hub,FALSE,TRUE,23-08-2023,Delivered,FT-021,Pickup,4,52.5,1.94
7910,18-04-2023,,51,Kevin Brown,Dallas Main Hub,FALSE,TRUE,16-04-2023,Delivered,FT-021,Pickup,4,67.3,2
22859,08-11-2023,,51,Kevin Brown,Dallas Main Hub,FALSE,TRUE,07-11-2023,Delivered,FT-021,Pickup,4,40.39,2.44
7151,04-12-2023,,51,Kevin Brown,Dallas Main Hub,FALSE,TRUE,03-12-2023,Delivered,FT-021,Pickup,4,37.74,2.79
23897,12-03-2023,,51,Kevin Brown,Dallas Main Hub,FALSE,TRUE,11-03-2023,Delivered,FT-021,Pickup,4,42.16,2.9
14257,24-03-2024,,51,Kevin Brown,Dallas Main Hub,FALSE,TRUE,24-03-2024,Delivered,FT-021,Pickup,4,11.14,2.94
7074,01-09-2024,,51,Kevin Brown,Dallas Main Hub,FALSE,TRUE,30-08-2024,Delivered,FT-021,Pickup,4,49.96,3.28
27294,20-10-2024,,51,Kevin Brown,Dallas Main Hub,FALSE,TRUE,20-10-2024,Delivered,FT-021,Pickup,4,10.29,3.61
4750,16-11-2023,,51,Kevin Brown,Dallas Main Hub,FALSE,TRUE,15-11-2023,Delivered,FT-021,Pickup,4,30.6,3.62
27157,06-02-2023,,1,Kevin Jones,Dallas Main Hub,FALSE,TRUE,06-02-2023,Delivered,FT-021,Pickup,4,17.94,1
11987,21-08-2024,,1,Kevin Jones,Dallas Main Hub,FALSE,TRUE,21-08-2024,Delivered,FT-021,Pickup,4,8.06,1.13
14522,06-04-2023,,1,Kevin Jones,Dallas Main Hub,FALSE,TRUE,06-04-2023,Delivered,FT-021,Pickup,4,23.53,1.24
16724,15-05-2023,,1,Kevin Jones,Dallas Main Hub,FALSE,TRUE,14-05-2023,Delivered,FT-021,Pickup,4,44.77,1.26
16461,07-01-2023,,1,Kevin Jones,Dallas Main Hub,FALSE,TRUE,07-01-2023,Delivered,FT-021,Pickup,4,2.93,1.33
17767,31-12-2024,,1,Kevin Jones,Dallas Main Hub,FALSE,TRUE,31-12-2024,Delivered,FT-021,Pickup,4,23.65,1.36
21036,11-05-2023,,1,Kevin Jones,Dallas Main Hub,FALSE,TRUE,11-05-2023,Delivered,FT-021,Pickup,4,3.57,1.49
24343,22-08-2024,,1,Kevin Jones,Dallas Main Hub,FALSE,TRUE,22-08-2024,Delivered,FT-021,Pickup,4,3.48,1.65
25696,07-03-2024,,1,Kevin Jones,Dallas Main Hub,FALSE,TRUE,07-03-2024,Delivered,FT-021,Pickup,4,20.9,1.92
20248,15-01-2024,,1,Kevin Jones,Dallas Main Hub,FALSE,TRUE,14-01-2024,Delivered,FT-021,Pickup,4,29.16,2
25285,30-05-2023,,1,Kevin Jones,Dallas Main Hub,FALSE,TRUE,29-05-2023,Delivered,FT-021,Pickup,4,29.5,2.28
4605,03-04-2024,,1,Kevin Jones,Dallas Main Hub,FALSE,TRUE,02-04-2024,Delivered,FT-021,Pickup,4,46.92,2.36
4455,01-10-2024,,1,Kevin Jones,Dallas Main Hub,FALSE,TRUE,29-09-2024,Delivered,FT-021,Pickup,4,63.26,2.6
25741,10-06-2024,,1,Kevin Jones,Dallas Main Hub,FALSE,TRUE,10-06-2024,Delivered,FT-021,Pickup,4,3.71,2.62
14987,14-07-2024,,1,Kevin Jones,Dallas Main Hub,FALSE,TRUE,12-07-2024,Delivered,FT-021,Pickup,4,53.14,2.66
25059,13-12-2023,,1,Kevin Jones,Dallas Main Hub,FALSE,TRUE,13-12-2023,Delivered,FT-021,Pickup,4,9.74,2.69
5281,27-06-2024,,1,Kevin Jones,Dallas Main Hub,FALSE,TRUE,27-06-2024,Delivered,FT-021,Pickup,4,10.8,2.79
27057,10-12-2023,,1,Kevin Jones,Dallas Main Hub,FALSE,TRUE,10-12-2023,Delivered,FT-021,Pickup,4,11.75,2.84
20257,09-03-2023,,1,Kevin Jones,Dallas Main Hub,FALSE,TRUE,09-03-2023,Delivered,FT-021,Pickup,4,22.17,2.93
26134,04-09-2024,,26,Kevin Thompson,Dallas Main Hub,FALSE,TRUE,03-09-2024,Delivered,FT-021,Pickup,4,47.69,0.75
7617,02-08-2023,,26,Kevin Thompson,Dallas Main Hub,FALSE,TRUE,31-07-2023,Delivered,FT-021,Pickup,4,49.46,0.79
21309,24-11-2023,,26,Kevin Thompson,Dallas Main Hub,FALSE,TRUE,23-11-2023,Delivered,FT-021,Pickup,4,37.15,0.82
19784,29-05-2023,,26,Kevin Thompson,Dallas Main Hub,FALSE,TRUE,28-05-2023,Delivered,FT-021,Pickup,4,25.07,0.94
10508,25-08-2024,,26,Kevin Thompson,Dallas Main Hub,FALSE,TRUE,23-08-2024,Delivered,FT-021,Pickup,4,64.33,0.97
8466,17-05-2023,,26,Kevin Thompson,Dallas Main Hub,FALSE,TRUE,17-05-2023,Delivered,FT-021,Pickup,4,23.78,1.17
2651,14-03-2024,,26,Kevin Thompson,Dallas Main Hub,FALSE,TRUE,13-03-2024,Delivered,FT-021,Pickup,4,29.49,1.27
16170,09-12-2023,,26,Kevin Thompson,Dallas Main Hub,FALSE,TRUE,07-12-2023,Delivered,FT-021,Pickup,4,52.89,1.43
2020,30-10-2023,,26,Kevin Thompson,Dallas Main Hub,FALSE,TRUE,30-10-2023,Delivered,FT-021,Pickup,4,13.29,1.61
26958,26-10-2023,,26,Kevin Thompson,Dallas Main Hub,FALSE,TRUE,26-10-2023,Delivered,FT-021,Pickup,4,12.05,1.79
11711,22-03-2024,,26,Kevin Thompson,Dallas Main Hub,FALSE,TRUE,21-03-2024,Delivered,FT-021,Pickup,4,26.82,1.81
16556,16-04-2024,,26,Kevin Thompson,Dallas Main Hub,FALSE,TRUE,15-04-2024,Delivered,FT-021,Pickup,4,43.37,1.84
24227,09-03-2023,,26,Kevin Thompson,Dallas Main Hub,FALSE,TRUE,09-03-2023,Delivered,FT-021,Pickup,4,3.63,1.86
1014,18-06-2024,,26,Kevin Thompson,Dallas Main Hub,FALSE,TRUE,18-06-2024,Delivered,FT-021,Pickup,4,9.95,1.89
14269,26-02-2023,,26,Kevin Thompson,Dallas Main Hub,FALSE,TRUE,25-02-2023,Delivered,FT-021,Pickup,4,45.32,1.9
14361,14-11-2023,,26,Kevin Thompson,Dallas Main Hub,FALSE,TRUE,14-11-2023,Delivered,FT-021,Pickup,4,16.72,1.93
21355,05-11-2024,,26,Kevin Thompson,Dallas Main Hub,FALSE,TRUE,05-11-2024,Delivered,FT-021,Pickup,4,19.61,2.11
1701,05-01-2024,,26,Kevin Thompson,Dallas Main Hub,FALSE,TRUE,05-01-2024,Delivered,FT-021,Pickup,4,6.91,2.14
12018,25-02-2024,,26,Kevin Thompson,Dallas Main Hub,FALSE,TRUE,25-02-2024,Delivered,FT-021,Pickup,4,15.14,2.14
23018,27-04-2024,,26,Kevin Thompson,Dallas Main Hub,FALSE,TRUE,26-04-2024,Delivered,FT-021,Pickup,4,46.92,2.49
6492,17-04-2024,,26,Kevin Thompson,Dallas Main Hub,FALSE,TRUE,16-04-2024,Delivered,FT-021,Pickup,4,24.26,2.86
19719,27-08-2023,,26,Kevin Thompson,Dallas Main Hub,FALSE,TRUE,27-08-2023,Delivered,FT-021,Pickup,4,4.42,3.32
22432,19-09-2023,,3,Linda Williams,Dallas Main Hub,FALSE,TRUE,17-09-2023,Delivered,FT-021,Pickup,4,60.18,0.57
9727,06-01-2023,,3,Linda Williams,Dallas Main Hub,FALSE,TRUE,06-01-2023,Delivered,FT-021,Pickup,4,14.88,0.65
18767,25-01-2024,,3,Linda Williams,Dallas Main Hub,FALSE,TRUE,25-01-2024,Delivered,FT-021,Pickup,4,20.59,0.96
6037,13-05-2023,,3,Linda Williams,Dallas Main Hub,FALSE,TRUE,12-05-2023,Delivered,FT-021,Pickup,4,25.31,1.03
22576,13-11-2024,,3,Linda Williams,Dallas Main Hub,FALSE,TRUE,13-11-2024,Delivered,FT-021,Pickup,4,19.19,1.11
15041,13-10-2023,,3,Linda Williams,Dallas Main Hub,FALSE,TRUE,12-10-2023,Delivered,FT-021,Pickup,4,45.37,1.2
1598,05-01-2024,,3,Linda Williams,Dallas Main Hub,FALSE,TRUE,05-01-2024,Delivered,FT-021,Pickup,4,6.44,1.46
19754,23-02-2024,,3,Linda Williams,Dallas Main Hub,FALSE,TRUE,23-02-2024,Delivered,FT-021,Pickup,4,21.5,1.56
23050,05-03-2024,,3,Linda Williams,Dallas Main Hub,FALSE,TRUE,05-03-2024,Delivered,FT-021,Pickup,4,21.18,1.62
26681,11-03-2024,,3,Linda Williams,Dallas Main Hub,FALSE,TRUE,10-03-2024,Delivered,FT-021,Pickup,4,24.97,2.02
1089,09-10-2023,,3,Linda Williams,Dallas Main Hub,FALSE,TRUE,07-10-2023,Delivered,FT-021,Pickup,4,54.09,2.23
27448,14-06-2024,,3,Linda Williams,Dallas Main Hub,FALSE,TRUE,13-06-2024,Delivered,FT-021,Pickup,4,45.96,2.45
25640,19-11-2023,,3,Linda Williams,Dallas Main Hub,FALSE,TRUE,17-11-2023,Delivered,FT-021,Pickup,4,65.6,2.7
6148,12-04-2023,,3,Linda Williams,Dallas Main Hub,FALSE,TRUE,11-04-2023,Delivered,FT-021,Pickup,4,38.75,2.74
2486,01-07-2024,,3,Linda Williams,Dallas Main Hub,FALSE,TRUE,30-06-2024,Delivered,FT-021,Pickup,4,46.21,3.06
23141,14-06-2024,,3,Linda Williams,Dallas Main Hub,FALSE,TRUE,14-06-2024,Delivered,FT-021,Pickup,4,13.7,3.21
23233,06-02-2023,,3,Linda Williams,Dallas Main Hub,FALSE,TRUE,06-02-2023,Delivered,FT-021,Pickup,4,5.07,3.41
14014,23-04-2024,,3,Linda Williams,Dallas Main Hub,FALSE,TRUE,22-04-2024,Delivered,FT-021,Pickup,4,38.01,3.93
7570,03-02-2024,,3,Linda Williams,Dallas Main Hub,FALSE,TRUE,03-02-2024,Delivered,FT-021,Pickup,4,17.65,3.95
2957,21-11-2023,,27,Lisa Moore,Dallas Main Hub,FALSE,TRUE,21-11-2023,Delivered,FT-021,Pickup,4,11.16,0.6
8838,13-03-2023,,27,Lisa Moore,Dallas Main Hub,FALSE,TRUE,12-03-2023,Delivered,FT-021,Pickup,4,34.62,0.73
7116,26-03-2024,,27,Lisa Moore,Dallas Main Hub,FALSE,TRUE,25-03-2024,Delivered,FT-021,Pickup,4,41.31,0.75
8239,31-12-2023,,27,Lisa Moore,Dallas Main Hub,FALSE,TRUE,31-12-2023,Delivered,FT-021,Pickup,4,8.79,0.76
18473,20-11-2024,,27,Lisa Moore,Dallas Main Hub,FALSE,TRUE,19-11-2024,Delivered,FT-021,Pickup,4,38.91,1.07
16654,20-10-2023,,27,Lisa Moore,Dallas Main Hub,FALSE,TRUE,20-10-2023,Delivered,FT-021,Pickup,4,7.61,1.62
3975,03-03-2024,,27,Lisa Moore,Dallas Main Hub,FALSE,TRUE,01-03-2024,Delivered,FT-021,Pickup,4,64.05,1.77
7227,22-05-2024,,27,Lisa Moore,Dallas Main Hub,FALSE,TRUE,21-05-2024,Delivered,FT-021,Pickup,4,43.56,1.83
13955,19-03-2024,,27,Lisa Moore,Dallas Main Hub,FALSE,TRUE,18-03-2024,Delivered,FT-021,Pickup,4,45.41,1.87
21679,14-07-2024,,27,Lisa Moore,Dallas Main Hub,FALSE,TRUE,13-07-2024,Delivered,FT-021,Pickup,4,35.96,1.94
22944,15-07-2023,,27,Lisa Moore,Dallas Main Hub,FALSE,TRUE,13-07-2023,Delivered,FT-021,Pickup,4,48.65,2.19
22022,10-02-2024,,27,Lisa Moore,Dallas Main Hub,FALSE,TRUE,09-02-2024,Delivered,FT-021,Pickup,4,41.62,2.26
19955,14-07-2024,,27,Lisa Moore,Dallas Main Hub,FALSE,TRUE,14-07-2024,Delivered,FT-021,Pickup,4,16.69,2.53
7548,11-12-2023,,27,Lisa Moore,Dallas Main Hub,FALSE,TRUE,11-12-2023,Delivered,FT-021,Pickup,4,20.02,2.64
24122,08-10-2024,,27,Lisa Moore,Dallas Main Hub,FALSE,TRUE,08-10-2024,Delivered,FT-021,Pickup,4,12.11,2.65
17034,13-10-2024,,27,Lisa Moore,Dallas Main Hub,FALSE,TRUE,13-10-2024,Delivered,FT-021,Pickup,4,22.81,2.92
16285,30-10-2024,,47,Mary Harris,Dallas Main Hub,FALSE,TRUE,29-10-2024,Delivered,FT-021,Pickup,4,47.73,0.55
14951,12-05-2024,,47,Mary Harris,Dallas Main Hub,FALSE,TRUE,10-05-2024,Delivered,FT-021,Pickup,4,60.34,0.76
24767,30-04-2024,,47,Mary Harris,Dallas Main Hub,FALSE,TRUE,28-04-2024,Delivered,FT-021,Pickup,4,49.4,0.81
13462,15-02-2023,,47,Mary Harris,Dallas Main Hub,FALSE,TRUE,15-02-2023,Delivered,FT-021,Pickup,4,11.69,1.12
2420,16-12-2024,,47,Mary Harris,Dallas Main Hub,FALSE,TRUE,15-12-2024,Delivered,FT-021,Pickup,4,46.44,1.18
6259,28-10-2023,,47,Mary Harris,Dallas Main Hub,FALSE,TRUE,28-10-2023,Delivered,FT-021,Pickup,4,7.44,1.51
13337,20-02-2024,,47,Mary Harris,Dallas Main Hub,FALSE,TRUE,19-02-2024,Delivered,FT-021,Pickup,4,47.13,1.77
1333,12-10-2023,,47,Mary Harris,Dallas Main Hub,FALSE,TRUE,12-10-2023,Delivered,FT-021,Pickup,4,13.94,1.87
10960,10-06-2024,,47,Mary Harris,Dallas Main Hub,FALSE,TRUE,10-06-2024,Delivered,FT-021,Pickup,4,18.45,1.87
18288,14-03-2024,,47,Mary Harris,Dallas Main Hub,FALSE,TRUE,13-03-2024,Delivered,FT-021,Pickup,4,41.34,2.01
27548,28-12-2023,,47,Mary Harris,Dallas Main Hub,FALSE,TRUE,27-12-2023,Delivered,FT-021,Pickup,4,35.32,2.08
15724,18-08-2024,,47,Mary Harris,Dallas Main Hub,FALSE,TRUE,16-08-2024,Delivered,FT-021,Pickup,4,55.87,2.22
23425,30-11-2023,,47,Mary Harris,Dallas Main Hub,FALSE,TRUE,30-11-2023,Delivered,FT-021,Pickup,4,17.85,2.36
21672,16-12-2024,,47,Mary Harris,Dallas Main Hub,FALSE,TRUE,16-12-2024,Delivered,FT-021,Pickup,4,22.83,2.81
18778,04-03-2024,,47,Mary Harris,Dallas Main Hub,FALSE,TRUE,03-03-2024,Delivered,FT-021,Pickup,4,37.27,2.85
16539,05-11-2023,,47,Mary Harris,Dallas Main Hub,FALSE,TRUE,05-11-2023,Delivered,FT-021,Pickup,4,5.88,3.07
6792,28-03-2023,,47,Mary Harris,Dallas Main Hub,FALSE,TRUE,28-03-2023,Delivered,FT-021,Pickup,4,16.9,3.88
13250,18-07-2024,,50,Nancy Thomas,Dallas Main Hub,FALSE,TRUE,16-07-2024,Delivered,FT-021,Pickup,4,55.43,0.5
22821,23-11-2023,,50,Nancy Thomas,Dallas Main Hub,FALSE,TRUE,21-11-2023,Delivered,FT-021,Pickup,4,61.73,0.72
2153,23-08-2024,,50,Nancy Thomas,Dallas Main Hub,FALSE,TRUE,22-08-2024,Delivered,FT-021,Pickup,4,43.49,0.76
2341,14-03-2023,,50,Nancy Thomas,Dallas Main Hub,FALSE,TRUE,14-03-2023,Delivered,FT-021,Pickup,4,13.63,0.91
23601,02-04-2023,,50,Nancy Thomas,Dallas Main Hub,FALSE,TRUE,02-04-2023,Delivered,FT-021,Pickup,4,20.09,1.25
18386,05-05-2024,,50,Nancy Thomas,Dallas Main Hub,FALSE,TRUE,03-05-2024,Delivered,FT-021,Pickup,4,62.59,1.4
11935,18-11-2023,,50,Nancy Thomas,Dallas Main Hub,FALSE,TRUE,16-11-2023,Delivered,FT-021,Pickup,4,63.25,1.5
